incident_id,trip_id,asset_id,driver_id,incident_date,incident_time,incident_country,incident_location,incident_type,severity,description,injuries,damage_cost_usd,downtime_hours,insurance_claim,claim_amount_usd,resolution_status,resolution_date,preventable
INC-0122,TRP-1453,AST-101,DRV-109,2024-03-12,07:51:15,Rwanda,Dire Dawa - Kigali Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,280.64,17.3,No,0,Resolved,2024-03-23,No
INC-0123,TRP-1321,AST-048,DRV-034,2024-12-28,04:31:48,Kenya,Nairobi - Mombasa Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,281.13,2.3,No,0,Resolved,2024-12-30,No
INC-0124,TRP-2732,AST-014,DRV-099,2024-08-05,08:12:19,Ethiopia,Mekele - Gondar Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,589.99,1.1,Yes,504.21,Resolved,2024-08-07,No
INC-0125,TRP-1993,AST-115,DRV-054,2024-04-25,04:15:36,Tanzania,Arusha - Arusha Route,Driver Illness,Medium,Driver Illness occurred during transit,0,206.57,33.1,No,0,Resolved,2024-05-03,No
INC-0126,TRP-1597,AST-081,DRV-122,2024-02-16,14:00:58,Uganda,Kampala - Kampala Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,496.98,3.3,Yes,443.38,Resolved,2024-02-17,Yes
INC-0127,TRP-2456,AST-038,DRV-119,2024-11-24,05:22:30,Kenya,Eldoret - Mombasa Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2900.21,8.4,Yes,2518.17,Resolved,2024-11-28,No
INC-0128,TRP-2406,AST-014,DRV-099,2024-05-25,04:56:53,Ethiopia,Addis Ababa - Mekele Route,Driver Illness,Medium,Driver Illness occurred during transit,0,223.04,20.0,No,0,Pending,2024-05-26,No
INC-0129,TRP-2394,AST-058,DRV-077,2024-12-22,05:31:15,Uganda,Kigali - Jinja Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,189.1,2.7,No,0,Resolved,2024-12-30,No
INC-0130,TRP-2189,AST-095,DRV-005,2024-06-05,19:54:26,Rwanda,Ruhengeri - Kigali Route,Driver Illness,Medium,Driver Illness occurred during transit,0,154.74,32.5,No,0,Resolved,2024-06-19,No
INC-0131,TRP-2955,AST-087,DRV-002,2024-03-23,01:26:05,Rwanda,Dar es Salaam - Butare Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,1346.31,5.7,Yes,1201.9,Resolved,2024-03-29,No
INC-0132,TRP-1281,AST-027,DRV-004,2024-10-08,14:35:21,Kenya,Eldoret - Nakuru Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,485.18,3.4,Yes,415.59,Resolved,2024-10-14,No
INC-0133,TRP-0276,AST-097,DRV-130,2024-11-19,10:52:42,Kenya,Eldoret - Eldoret Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.5,No,0,Resolved,2024-11-21,Yes
INC-0134,TRP-0429,AST-097,DRV-130,2024-06-13,00:13:49,Kenya,Nakuru - Nairobi Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,460.5,14.3,Yes,401.1,Resolved,2024-06-24,No
INC-0135,TRP-2558,AST-048,DRV-034,2024-07-12,23:45:45,Uganda,Nakuru - Jinja Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.3,No,0,Pending,2024-07-14,No
INC-0136,TRP-1169,AST-041,DRV-044,2024-09-22,18:57:24,Kenya,Nairobi - Gisenyi Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,664.9,17.5,Yes,591.1,Resolved,2024-09-24,No
INC-0137,TRP-2165,AST-025,DRV-031,2024-03-09,20:46:45,Tanzania,Mbarara - Dar es Salaam Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,959.48,0.0,Yes,849.63,Resolved,2024-03-20,Yes
INC-0138,TRP-2426,AST-018,DRV-029,2025-02-22,21:35:54,Kenya,Eldoret - Arusha Route,Driver Illness,Low,Driver Illness occurred during transit,0,115.4,22.3,No,0,Resolved,2025-03-07,No
INC-0139,TRP-1023,AST-017,DRV-089,2024-12-24,09:23:54,Kenya,Kisumu - Nakuru Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.7,No,0,Resolved,2025-01-05,No
INC-0140,TRP-2763,AST-104,DRV-055,2024-11-13,08:35:12,Ethiopia,Dodoma - Addis Ababa Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.9,No,0,Resolved,2024-11-21,No
INC-0141,TRP-0829,AST-103,DRV-125,2024-02-20,11:28:00,Rwanda,Gisenyi - Gondar Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1617.3,0.0,Yes,1439.87,Resolved,2024-02-23,No
INC-0142,TRP-0912,AST-007,DRV-053,2025-02-14,03:45:04,Tanzania,Dodoma - Dar es Salaam Route,Driver Illness,Low,Driver Illness occurred during transit,0,96.11,24.9,No,0,Resolved,2025-02-17,No
INC-0143,TRP-1629,AST-035,DRV-015,2024-03-21,08:09:27,Ethiopia,Mbarara - Bahir Dar Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,846.35,6.9,Yes,788.61,Resolved,2024-03-27,No
INC-0144,TRP-0859,AST-003,DRV-105,2024-07-03,10:27:02,Kenya,Kisumu - Eldoret Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,235.4,3.0,No,0,Resolved,2024-07-08,Yes
INC-0145,TRP-2528,AST-081,DRV-122,2024-12-22,12:21:17,Uganda,Kampala - Mbarara Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1431.3,12.3,Yes,1347.58,Resolved,2024-12-28,No
INC-0146,TRP-2319,AST-097,DRV-130,2024-08-23,22:02:52,Kenya,Mombasa - Addis Ababa Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,344.22,3.4,Yes,311.29,Pending,2024-08-24,No
INC-0147,TRP-1768,AST-101,DRV-109,2024-08-19,13:38:34,Tanzania,Addis Ababa - Mbeya Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,429.75,2.4,Yes,375.5,Resolved,2024-09-01,No
INC-0148,TRP-0124,AST-029,DRV-105,2024-02-01,21:40:26,Kenya,Kisumu - Nakuru Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.4,No,0,Resolved,2024-02-04,No
INC-0149,TRP-0275,AST-048,DRV-034,2025-01-18,17:41:29,Kenya,Nakuru - Jinja Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2482.41,10.3,Yes,2160.56,Resolved,2025-01-25,Yes
INC-0150,TRP-1278,AST-001,DRV-084,2024-09-04,12:33:51,Uganda,Jinja - Kampala Route,Traffic Accident,High,Traffic Accident occurred during transit,2,1295.88,17.0,Yes,1162.16,Resolved,2024-09-16,No
INC-0151,TRP-1113,AST-097,DRV-130,2024-09-07,19:53:20,Kenya,Eldoret - Nairobi Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1530.53,0.0,Yes,1388.88,Resolved,2024-09-12,No
INC-0152,TRP-2018,AST-075,DRV-101,2025-01-31,12:27:17,Kenya,Kisumu - Butare Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,1005.89,11.5,Yes,942.22,Pending,2025-02-04,No
INC-0153,TRP-0465,AST-068,DRV-118,2024-09-24,05:41:56,Uganda,Jinja - Entebbe Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,509.57,11.4,Yes,475.34,Resolved,2024-10-05,No
INC-0154,TRP-1493,AST-098,DRV-044,2024-08-28,23:18:20,Kenya,Nairobi - Kisumu Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,164.12,3.5,No,0,Resolved,2024-09-10,Yes
INC-0155,TRP-2807,AST-034,DRV-099,2024-03-06,19:46:25,Tanzania,Dire Dawa - Arusha Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,439.43,4.0,Yes,374.9,Resolved,2024-03-10,Yes
INC-0156,TRP-2367,AST-003,DRV-105,2024-10-29,12:51:18,Rwanda,Mombasa - Cyangugu Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.5,No,0,Resolved,2024-11-12,Yes
INC-0157,TRP-2350,AST-019,DRV-071,2024-08-19,20:31:49,Kenya,Mombasa - Nakuru Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,603.03,0.0,Yes,565.28,Pending,2024-09-01,Yes
INC-0158,TRP-2813,AST-109,DRV-047,2025-02-19,06:12:40,Kenya,Nakuru - Eldoret Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1423.84,6.4,Yes,1221.52,Resolved,2025-02-27,No
INC-0159,TRP-1878,AST-021,DRV-077,2024-06-12,16:58:09,Rwanda,Ruhengeri - Kigali Route,Traffic Accident,High,Traffic Accident occurred during transit,2,1792.96,6.1,Yes,1556.91,Resolved,2024-06-18,No
INC-0160,TRP-2031,AST-109,DRV-047,2024-07-30,12:07:33,Kenya,Kisumu - Nakuru Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,489.46,1.6,Yes,445.09,Resolved,2024-08-09,No
INC-0161,TRP-2697,AST-028,DRV-092,2024-08-05,14:52:58,Kenya,Nairobi - Kisumu Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.6,No,0,Pending,2024-08-06,No
INC-0162,TRP-2980,AST-103,DRV-125,2024-11-12,15:16:18,Tanzania,Ruhengeri - Dodoma Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,292.28,2.6,No,0,Resolved,2024-11-15,No
INC-0163,TRP-2357,AST-071,DRV-125,2024-06-08,02:34:13,Rwanda,Ruhengeri - Butare Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,159.15,4.0,No,0,Resolved,2024-06-11,Yes
INC-0164,TRP-1060,AST-094,DRV-138,2024-08-11,00:18:34,Tanzania,Dodoma - Dar es Salaam Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.6,No,0,Resolved,2024-08-22,No
INC-0165,TRP-2578,AST-078,DRV-132,2024-03-02,22:08:50,Tanzania,Mbarara - Mwanza Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,599.54,11.9,Yes,511.38,Resolved,2024-03-11,No
INC-0166,TRP-1120,AST-108,DRV-116,2024-08-26,08:10:57,Uganda,Entebbe - Kampala Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.2,No,0,Resolved,2024-09-06,Yes
INC-0167,TRP-1345,AST-060,DRV-140,2024-04-16,22:03:07,Rwanda,Butare - Kigali Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2944.07,10.9,Yes,2720.43,Resolved,2024-04-21,No
INC-0168,TRP-2551,AST-038,DRV-119,2024-10-28,14:56:09,Kenya,Mombasa - Mombasa Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,4.7,No,0,Resolved,2024-11-09,Yes
INC-0169,TRP-1491,AST-028,DRV-092,2024-08-14,02:09:52,Kenya,Nakuru - Kisumu Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.2,No,0,Resolved,2024-08-18,Yes
INC-0170,TRP-2856,AST-094,DRV-138,2024-11-12,01:49:40,Rwanda,Dar es Salaam - Cyangugu Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,929.8,8.2,Yes,820.2,Resolved,2024-11-25,No
INC-0171,TRP-1609,AST-053,DRV-080,2024-06-17,07:31:17,Ethiopia,Addis Ababa - Jinja Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,1252.52,8.1,Yes,1120.62,Resolved,2024-07-01,No
INC-0172,TRP-0322,AST-080,DRV-129,2024-10-22,13:44:01,Rwanda,Butare - Gisenyi Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,901.79,4.3,Yes,776.71,Resolved,2024-10-25,No
INC-0173,TRP-1079,AST-033,DRV-015,2024-06-08,04:40:03,Uganda,Mbarara - Gulu Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,470.35,2.5,Yes,441.18,Resolved,2024-06-22,No
INC-0174,TRP-0159,AST-018,DRV-029,2024-09-11,10:35:09,Kenya,Nakuru - Nakuru Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2562.41,10.1,Yes,2183.28,Resolved,2024-09-17,No
INC-0175,TRP-2513,AST-119,DRV-022,2024-01-07,12:02:01,Ethiopia,Bahir Dar - Gondar Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,743.25,0.0,Yes,702.85,Resolved,2024-01-14,Yes
INC-0176,TRP-1861,AST-048,DRV-034,2024-07-12,12:56:05,Rwanda,Mombasa - Ruhengeri Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1153.18,0.0,Yes,1017.42,Resolved,2024-07-19,Yes
INC-0177,TRP-1859,AST-116,DRV-122,2024-03-24,19:09:19,Uganda,Jinja - Mbarara Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,213.07,2.4,No,0,Resolved,2024-04-06,No
INC-0178,TRP-1266,AST-025,DRV-031,2024-11-08,19:13:36,Ethiopia,Entebbe - Dire Dawa Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,489.48,4.0,Yes,446.05,Resolved,2024-11-09,Yes
INC-0179,TRP-0346,AST-076,DRV-041,2024-08-10,01:10:32,Kenya,Nairobi - Kisumu Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,307.57,10.4,Yes,289.13,Resolved,2024-08-18,No
INC-0180,TRP-2082,AST-040,DRV-070,2025-02-08,13:22:41,Kenya,Nakuru - Kisumu Route,Theft Attempt,Medium,Theft Attempt occurred during transit,0,537.75,2.5,Yes,499.08,Resolved,2025-02-09,No
INC-0181,TRP-1154,AST-107,DRV-004,2024-06-01,16:37:12,Tanzania,Nairobi - Mwanza Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,883.85,0.0,Yes,806.38,Pending,2024-06-09,No
INC-0182,TRP-2993,AST-027,DRV-004,2024-06-19,11:11:33,Uganda,Nakuru - Mbarara Route,Driver Illness,Low,Driver Illness occurred during transit,0,89.15,29.2,No,0,Resolved,2024-06-27,Yes
INC-0183,TRP-0584,AST-003,DRV-105,2024-06-30,00:02:44,Kenya,Kisumu - Nakuru Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,517.47,15.4,Yes,478.31,Resolved,2024-07-13,No
INC-0184,TRP-1559,AST-031,DRV-013,2024-12-20,11:43:31,Rwanda,Gisenyi - Ruhengeri Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,503.72,8.1,Yes,434.76,Resolved,2024-12-30,No
INC-0185,TRP-1033,AST-031,DRV-013,2024-03-14,09:36:54,Rwanda,Gisenyi - Ruhengeri Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,595.49,5.7,Yes,540.27,Resolved,2024-03-23,Yes
INC-0186,TRP-0119,AST-072,DRV-039,2024-05-22,18:35:26,Kenya,Nairobi - Mombasa Route,Theft Attempt,High,Theft Attempt occurred during transit,0,946.29,1.0,Yes,872.07,Resolved,2024-05-24,No
INC-0187,TRP-1334,AST-037,DRV-101,2024-03-26,07:57:07,Kenya,Nairobi - Addis Ababa Route,Driver Illness,Low,Driver Illness occurred during transit,0,128.82,17.9,No,0,Pending,2024-04-02,Yes
INC-0188,TRP-1012,AST-109,DRV-047,2025-01-26,05:23:52,Kenya,Eldoret - Mombasa Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,830.85,0.0,Yes,712.13,Resolved,2025-02-03,No
INC-0189,TRP-1483,AST-012,DRV-065,2024-08-06,13:04:01,Tanzania,Arusha - Mwanza Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,1870.97,5.9,Yes,1608.39,Resolved,2024-08-20,No
INC-0190,TRP-2881,AST-016,DRV-056,2024-10-25,07:50:05,Uganda,Entebbe - Kampala Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2310.5,8.6,Yes,2000.35,Resolved,2024-11-05,Yes
INC-0191,TRP-2450,AST-116,DRV-122,2024-04-25,17:57:08,Uganda,Gulu - Gulu Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1385.23,0.0,Yes,1233.14,Resolved,2024-04-28,Yes
INC-0192,TRP-0906,AST-078,DRV-132,2024-03-12,19:55:53,Uganda,Gulu - Jinja Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.5,No,0,Resolved,2024-03-22,Yes
INC-0193,TRP-0714,AST-006,DRV-129,2024-01-29,17:03:08,Ethiopia,Gisenyi - Addis Ababa Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.3,No,0,Resolved,2024-02-12,Yes
INC-0194,TRP-0553,AST-026,DRV-040,2024-07-21,16:37:21,Tanzania,Arusha - Dar es Salaam Route,Tire Blowout,Medium,Tire Blowout occurred during transit,1,377.05,3.1,Yes,341.65,Resolved,2024-07-28,No
INC-0195,TRP-1895,AST-084,DRV-133,2025-01-22,17:48:48,Ethiopia,Dar es Salaam - Addis Ababa Route,Driver Illness,Medium,Driver Illness occurred during transit,0,259.23,18.2,No,0,Resolved,2025-01-28,No
INC-0196,TRP-1662,AST-103,DRV-125,2024-05-28,12:13:47,Rwanda,Kigali - Ruhengeri Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,175.16,3.1,No,0,Resolved,2024-05-31,Yes
INC-0197,TRP-2405,AST-029,DRV-105,2024-01-10,06:35:15,Kenya,Nairobi - Mekele Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1778.99,10.2,Yes,1561.01,Resolved,2024-01-18,No
INC-0198,TRP-1990,AST-018,DRV-029,2024-11-17,01:16:15,Kenya,Mombasa - Dodoma Route,Theft Attempt,High,Theft Attempt occurred during transit,0,764.86,2.4,Yes,698.1,Resolved,2024-11-27,No
INC-0199,TRP-0781,AST-119,DRV-022,2024-03-28,15:42:21,Ethiopia,Addis Ababa - Bahir Dar Route,Traffic Accident,High,Traffic Accident occurred during transit,0,1476.76,12.0,Yes,1362.83,Resolved,2024-04-03,No
INC-0200,TRP-2693,AST-038,DRV-119,2025-02-20,02:26:49,Kenya,Eldoret - Dar es Salaam Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,783.74,0.0,Yes,729.95,Resolved,2025-02-26,No
INC-0201,TRP-0242,AST-015,DRV-116,2024-06-30,16:24:59,Uganda,Mbarara - Kampala Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.5,No,0,Resolved,2024-07-04,Yes
INC-0202,TRP-2814,AST-014,DRV-099,2024-02-17,21:48:39,Ethiopia,Mekele - Mwanza Route,Driver Illness,Medium,Driver Illness occurred during transit,0,154.55,17.2,No,0,Resolved,2024-02-28,Yes
INC-0203,TRP-1864,AST-026,DRV-040,2024-12-07,15:46:13,Rwanda,Mbeya - Kigali Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,546.4,6.0,Yes,472.71,Resolved,2024-12-09,Yes
INC-0204,TRP-0740,AST-098,DRV-044,2024-08-09,08:41:08,Kenya,Eldoret - Eldoret Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,621.73,8.1,Yes,589.22,Resolved,2024-08-12,Yes
INC-0205,TRP-0489,AST-115,DRV-054,2024-04-09,10:36:27,Tanzania,Dodoma - Mbeya Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,429.53,16.3,Yes,396.42,Resolved,2024-04-23,No
INC-0206,TRP-2090,AST-018,DRV-029,2024-04-11,11:14:02,Kenya,Kisumu - Nairobi Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.6,No,0,Resolved,2024-04-22,No
INC-0207,TRP-1765,AST-107,DRV-004,2024-09-21,20:26:03,Kenya,Eldoret - Eldoret Route,Driver Illness,Medium,Driver Illness occurred during transit,0,162.75,23.5,No,0,Resolved,2024-09-24,No
INC-0208,TRP-1143,AST-017,DRV-089,2024-03-20,23:51:24,Uganda,Mombasa - Mbarara Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,0,1235.96,5.0,Yes,1058.7,Resolved,2024-03-31,No
INC-0209,TRP-1382,AST-044,DRV-001,2024-01-25,10:18:56,Uganda,Jinja - Jinja Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,656.71,4.4,Yes,600.48,Resolved,2024-02-04,Yes
INC-0210,TRP-2781,AST-088,DRV-049,2024-10-26,18:38:13,Ethiopia,Mekele - Dire Dawa Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,305.99,7.3,Yes,263.2,Resolved,2024-10-27,No
INC-0211,TRP-0907,AST-024,DRV-032,2024-11-10,19:48:42,Tanzania,Mwanza - Mbeya Route,Driver Illness,Medium,Driver Illness occurred during transit,0,167.62,19.2,No,0,Resolved,2024-11-12,Yes
INC-0212,TRP-0531,AST-059,DRV-048,2024-03-22,18:11:20,Uganda,Jinja - Mbarara Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,623.44,7.9,Yes,589.09,Pending,2024-03-29,Yes
INC-0213,TRP-2801,AST-014,DRV-099,2025-02-27,21:04:33,Ethiopia,Dire Dawa - Bahir Dar Route,Theft Attempt,High,Theft Attempt occurred during transit,0,1008.67,1.1,Yes,948.73,Resolved,2025-03-07,No
INC-0214,TRP-1784,AST-046,DRV-117,2024-01-30,15:48:40,Kenya,Nairobi - Mbarara Route,Driver Illness,Medium,Driver Illness occurred during transit,0,244.24,34.8,No,0,Resolved,2024-02-06,No
INC-0215,TRP-0378,AST-085,DRV-113,2024-06-17,20:00:14,Tanzania,Mwanza - Dodoma Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.2,No,0,Resolved,2024-06-28,No
INC-0216,TRP-1647,AST-119,DRV-022,2024-01-05,22:27:00,Ethiopia,Gondar - Dire Dawa Route,Traffic Accident,High,Traffic Accident occurred during transit,1,1606.8,10.8,Yes,1401.48,Resolved,2024-01-12,No
INC-0217,TRP-2532,AST-079,DRV-036,2024-05-20,12:00:40,Tanzania,Dar es Salaam - Mekele Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,597.65,7.3,Yes,564.65,Resolved,2024-05-24,No
INC-0218,TRP-0314,AST-116,DRV-122,2024-04-25,09:49:32,Uganda,Jinja - Entebbe Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,670.28,10.6,Yes,636.25,Resolved,2024-04-27,Yes
INC-0219,TRP-1920,AST-055,DRV-077,2024-12-22,20:07:35,Rwanda,Cyangugu - Butare Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.1,No,0,Resolved,2024-12-26,No
INC-0220,TRP-1056,AST-011,DRV-085,2024-12-21,15:10:20,Kenya,Eldoret - Eldoret Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.3,No,0,Resolved,2024-12-27,No
INC-0221,TRP-2346,AST-094,DRV-138,2024-12-03,15:48:45,Tanzania,Dodoma - Dar es Salaam Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,176.33,4.0,No,0,Resolved,2024-12-07,Yes
INC-0222,TRP-2314,AST-058,DRV-077,2024-10-12,00:25:16,Rwanda,Butare - Kigali Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.4,No,0,Resolved,2024-10-19,Yes
INC-0223,TRP-0910,AST-119,DRV-022,2024-11-04,11:55:25,Ethiopia,Addis Ababa - Bahir Dar Route,Tire Blowout,Medium,Tire Blowout occurred during transit,0,308.18,2.1,Yes,269.87,Resolved,2024-11-16,No
INC-0224,TRP-2619,AST-072,DRV-039,2024-01-11,12:37:57,Kenya,Nairobi - Eldoret Route,Theft Attempt,High,Theft Attempt occurred during transit,0,980.6,2.6,Yes,905.02,Resolved,2024-01-14,No
INC-0225,TRP-2499,AST-049,DRV-103,2024-03-21,08:46:42,Kenya,Nairobi - Ruhengeri Route,Driver Illness,Low,Driver Illness occurred during transit,0,128.59,12.6,No,0,Resolved,2024-03-23,Yes
INC-0226,TRP-1139,AST-088,DRV-049,2024-05-03,05:39:36,Ethiopia,Gondar - Gondar Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.9,No,0,Resolved,2024-05-06,Yes
INC-0227,TRP-1414,AST-101,DRV-109,2024-05-16,05:49:30,Ethiopia,Mekele - Mekele Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,178.28,3.0,No,0,Resolved,2024-05-27,No
INC-0228,TRP-2633,AST-109,DRV-047,2025-01-04,23:51:12,Kenya,Nakuru - Nairobi Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,2123.54,4.5,Yes,2011.17,Resolved,2025-01-16,No
INC-0229,TRP-0668,AST-010,DRV-030,2024-05-17,03:42:39,Tanzania,Mwanza - Dodoma Route,Cargo Damage,Low,Cargo Damage occurred during transit,0,881.29,0.0,Yes,810.62,Pending,2024-05-25,No
INC-0230,TRP-0681,AST-007,DRV-053,2024-05-19,10:34:09,Tanzania,Mwanza - Mwanza Route,Traffic Accident,Low,Traffic Accident occurred during transit,0,344.5,7.6,Yes,325.94,Resolved,2024-05-24,No
INC-0231,TRP-1831,AST-072,DRV-039,2025-02-24,07:17:19,Kenya,Mombasa - Nakuru Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,3.4,No,0,Resolved,2025-03-04,Yes
INC-0232,TRP-2432,AST-109,DRV-047,2024-06-14,06:59:59,Kenya,Kisumu - Eldoret Route,Driver Illness,Medium,Driver Illness occurred during transit,0,210.84,31.1,No,0,Resolved,2024-06-26,No
INC-0233,TRP-0410,AST-108,DRV-116,2024-09-13,22:22:28,Uganda,Gulu - Jinja Route,Mechanical Failure,Medium,Mechanical Failure occurred during transit,1,950.96,4.2,Yes,855.63,Resolved,2024-09-25,No
INC-0234,TRP-2119,AST-075,DRV-101,2024-12-27,13:43:20,Kenya,Mombasa - Eldoret Route,Traffic Accident,Medium,Traffic Accident occurred during transit,0,585.22,12.0,Yes,553.3,Resolved,2024-12-31,No
INC-0235,TRP-0045,AST-090,DRV-027,2024-07-07,16:23:05,Rwanda,Cyangugu - Gisenyi Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.5,No,0,Resolved,2024-07-09,Yes
INC-0236,TRP-1452,AST-045,DRV-099,2025-02-13,03:23:45,Ethiopia,Dire Dawa - Dire Dawa Route,Mechanical Failure,Low,Mechanical Failure occurred during transit,0,684.65,4.4,Yes,593.52,Resolved,2025-02-18,No
INC-0237,TRP-1287,AST-118,DRV-147,2024-11-04,23:41:16,Uganda,Kampala - Jinja Route,Driver Illness,Low,Driver Illness occurred during transit,0,76.75,31.4,No,0,Resolved,2024-11-14,No
INC-0238,TRP-1082,AST-003,DRV-105,2025-01-19,09:00:10,Kenya,Nakuru - Eldoret Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,1834.5,11.4,Yes,1663.76,Pending,2025-01-22,No
INC-0239,TRP-2013,AST-107,DRV-004,2024-02-18,03:41:12,Kenya,Kisumu - Nakuru Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,5.5,No,0,Pending,2024-03-01,Yes
INC-0240,TRP-0209,AST-071,DRV-125,2024-05-04,02:14:15,Rwanda,Butare - Ruhengeri Route,Mechanical Failure,High,Mechanical Failure occurred during transit,0,1857.89,9.1,Yes,1691.28,Pending,2024-05-16,No
INC-0241,TRP-0228,AST-098,DRV-044,2024-10-20,14:51:14,Kenya,Kisumu - Kisumu Route,Cargo Damage,Medium,Cargo Damage occurred during transit,0,1436.77,0.0,Yes,1303.43,Resolved,2024-10-25,No
INC-0242,TRP-1704,AST-119,DRV-022,2024-05-22,21:12:57,Rwanda,Dire Dawa - Kigali Route,Documentation Issue,Low,Documentation Issue occurred during transit,0,0.0,2.5,No,0,Resolved,2024-05-31,No
INC-0243,TRP-2289,AST-071,DRV-125,2024-03-21,15:06:00,Rwanda,Gisenyi - Gisenyi Route,Tire Blowout,Low,Tire Blowout occurred during transit,0,200.88,3.5,No,0,Resolved,2024-03-29,Yes
