trip_id,asset_id,driver_id,trip_date,origin_country,origin_city,destination_country,destination_city,product_type,product_description,quantity_kg,quantity_units,client_name,client_type,planned_departure,actual_departure,planned_arrival,actual_arrival,distance_km,fuel_consumed_liters,trip_status,revenue_usd,trip_cost_usd,delay_hours,delay_reason
TRP-0171,AST-047,DRV-102,2024-10-04,Rwanda,Kigali,Rwanda,Ruhengeri,Industrial,Processing equipment,3313,729,Trade Partners Rwanda,NGO,2024-10-04 05:00:13,2024-10-04 05:19:13,2024-10-04 12:25:51,2024-10-04 13:20:06,358,65.7,Completed,331.3,256.28,0.9,Traffic congestion
TRP-0172,AST-101,DRV-109,2024-03-13,Ethiopia,Addis Ababa,Ethiopia,Gondar,Pharmaceuticals,Surgical equipment,1337,512,Supermart Tanzania,Retail,2024-03-13 07:15:38,2024-03-13 07:07:38,2024-03-13 12:59:25,2024-03-13 12:50:51,315,53.2,Completed,1604.4,218.37,0,None
TRP-0173,AST-114,DRV-015,2024-02-13,Uganda,Entebbe,Uganda,Jinja,Industrial,Industrial chemicals,4152,357,Beverage Distributors Tanzania,NGO,2024-02-13 08:30:41,2024-02-13 08:37:41,2024-02-13 18:38:18,2024-02-13 18:30:27,508,94.1,Completed,415.2,372.08,0,None
TRP-0174,AST-095,DRV-005,2025-02-07,Rwanda,Butare,Tanzania,Arusha,Pharmaceuticals,Diagnostic supplies,1746,187,HealthCare Solutions Rwanda,Healthcare,2025-02-07 06:15:45,2025-02-07 06:05:45,2025-02-08 05:30:07,2025-02-08 12:19:22,1275,222.1,Completed,2095.2,929.13,6.8,Driver rest period
TRP-0175,AST-072,DRV-039,2024-11-04,Kenya,Mombasa,Kenya,Eldoret,Beverages,Juice products,4905,837,Telecom Solutions Kenya,Healthcare,2024-11-04 07:15:40,2024-11-04 07:44:40,2024-11-04 23:00:02,2024-11-05 00:17:39,794,139.0,Completed,882.9,428.1,1.3,Traffic congestion
TRP-0176,AST-058,DRV-077,2024-06-27,Rwanda,Butare,Rwanda,Butare,Telecommunications,SIM cards,3357,509,FoodDistributors Tanzania,E-commerce,2024-06-27 05:00:18,2024-06-27 05:29:18,2024-06-27 08:26:42,2024-06-27 15:25:06,145,24.0,Completed,1342.8,79.15,7.0,Driver rest period
TRP-0177,AST-075,DRV-101,2024-10-31,Kenya,Kisumu,Kenya,Mombasa,FMCG,Packaged foods and beverages,3860,356,AutoParts Plus Rwanda,Manufacturing,2024-10-31 07:15:32,2024-10-31 07:47:32,2024-10-31 14:30:16,2024-11-01 00:17:05,386,68.1,Completed,965.0,211.75,9.8,Driver rest period
TRP-0178,AST-003,DRV-105,2024-02-26,Kenya,Nairobi,Kenya,Mombasa,Telecommunications,Network equipment,6496,917,AutoParts Plus Rwanda,Manufacturing,2024-02-26 06:30:32,2024-02-26 07:00:32,2024-02-26 20:48:44,2024-02-27 00:53:54,767,118.6,Completed,2598.4,409.38,4.1,Border customs delay
TRP-0179,AST-082,DRV-047,2024-11-12,Kenya,Mombasa,Tanzania,Dodoma,Beverages,Alcoholic beverages,6356,829,Global Supply Tanzania,Manufacturing,2024-11-12 06:45:19,2024-11-12 06:42:19,2024-11-12 15:46:56,2024-11-12 19:37:07,511,92.9,Completed,1144.08,288.03,3.8,Fuel shortage
TRP-0180,AST-082,DRV-047,2024-02-24,Kenya,Nairobi,Rwanda,Butare,Telecommunications,Network equipment,3303,542,AgriExport Kenya,NGO,2024-02-24 08:00:41,2024-02-24 08:21:41,2024-02-24 16:56:00,2024-02-24 17:57:01,574,103.7,Completed,1321.2,351.14,1.0,Road construction
TRP-0181,AST-102,DRV-140,2024-04-09,Rwanda,Gisenyi,Kenya,Kisumu,Automotive,Vehicle parts and accessories,4343,98,Electronics Hub Tanzania,NGO,2024-04-09 07:00:58,2024-04-09 07:03:58,2024-04-10 04:48:36,2024-04-10 05:11:43,1182,230.0,Completed,1216.04,889.2,0,None
TRP-0182,AST-038,DRV-119,2025-02-17,Kenya,Mombasa,Rwanda,Ruhengeri,Pharmaceuticals,Surgical equipment,4149,932,Agricultural Traders Uganda,Retail,2025-02-17 05:15:09,2025-02-17 05:39:09,2025-02-17 22:41:32,2025-02-18 00:11:12,1193,231.8,Completed,4978.8,819.97,1.5,Security checkpoint
TRP-0183,AST-061,DRV-125,2024-06-07,Rwanda,Kigali,Rwanda,Ruhengeri,Construction,Steel and metal products,787,189,MediSupply Tanzania,Government,2024-06-07 06:30:14,2024-06-07 06:20:14,2024-06-07 22:03:16,2024-06-07 21:48:45,790,138.4,Completed,94.44,552.17,0,None
TRP-0184,AST-053,DRV-080,2024-11-28,Ethiopia,Bahir Dar,Ethiopia,Mekele,Textiles,Fashion accessories,4575,952,Electronics Hub Tanzania,NGO,2024-11-28 08:30:48,2024-11-28 08:38:48,2024-11-28 23:48:02,2024-11-28 23:33:49,724,114.7,Completed,1006.5,468.16,0,None
TRP-0185,AST-015,DRV-116,2024-11-25,Uganda,Entebbe,Uganda,Mbarara,Electronics,Laptops and computers,5419,819,PharmaCare Kenya,Government,2024-11-25 07:00:38,2024-11-25 06:59:38,2024-11-25 21:23:16,2024-11-25 21:14:12,783,137.3,Completed,1896.65,549.85,0,None
TRP-0186,AST-040,DRV-070,2024-02-25,Kenya,Nairobi,Ethiopia,Gondar,Agricultural,Grain and cereals,586,699,Supermart Kenya,Government,2024-02-25 05:45:28,2024-02-25 05:37:28,2024-02-26 06:43:07,2024-02-26 07:10:01,1395,267.3,Completed,87.9,914.95,0,None
TRP-0187,AST-003,DRV-105,2024-11-03,Kenya,Kisumu,Ethiopia,Dire Dawa,Electronics,Laptops and computers,6713,602,Fashion Retail Tanzania,Healthcare,2024-11-03 04:15:44,2024-11-03 04:04:44,2024-11-03 18:10:32,2024-11-03 21:58:53,760,135.0,Completed,2349.55,534.42,3.8,Client unavailable
TRP-0188,AST-041,DRV-044,2024-04-04,Kenya,Nakuru,Kenya,Kisumu,Pharmaceuticals,Prescription medications,6827,908,HealthCare Solutions Kenya,Wholesale,2024-04-04 08:15:24,2024-04-04 08:44:24,2024-04-04 19:51:17,2024-04-04 19:44:38,686,136.8,Completed,8192.4,484.01,0,None
TRP-0189,AST-078,DRV-132,2024-02-09,Uganda,Jinja,Uganda,Jinja,Electronics,Laptops and computers,6680,352,Industrial Suppliers Ethiopia,Retail,2024-02-09 04:45:43,2024-02-09 04:46:43,2024-02-09 07:34:12,2024-02-09 08:00:48,90,14.3,Completed,2338.0,58.41,0,None
TRP-0190,AST-028,DRV-092,2024-10-23,Kenya,Mombasa,Kenya,Eldoret,Pharmaceuticals,Diagnostic supplies,6748,479,Export Corp Ethiopia,Government,2024-10-23 04:30:52,2024-10-23 05:07:52,2024-10-23 17:29:51,2024-10-23 17:29:59,790,125.4,Completed,8097.6,516.27,0,None
TRP-0191,AST-026,DRV-040,2024-08-21,Tanzania,Arusha,Ethiopia,Bahir Dar,Construction,Cement and building materials,4319,927,Telecom Solutions Uganda,Government,2024-08-21 08:15:30,2024-08-21 08:34:30,2024-08-21 21:07:00,2024-08-21 21:18:18,762,134.7,Completed,518.28,496.26,0,None
TRP-0192,AST-022,DRV-140,2024-02-20,Rwanda,Kigali,Rwanda,Kigali,Industrial,Processing equipment,4867,1165,AgriExport Rwanda,Retail,2024-02-20 07:00:24,2024-02-20 07:27:24,2024-02-20 10:55:49,2024-02-20 13:02:00,131,25.3,Completed,486.7,101.11,2.1,Loading delay at origin
TRP-0193,AST-063,DRV-133,2024-06-28,Tanzania,Dodoma,Tanzania,Arusha,Agricultural,Fresh produce,1583,591,Electronics Hub Kenya,Retail,2024-06-28 05:00:30,2024-06-28 05:42:30,2024-06-28 14:58:42,2024-06-28 19:40:16,624,108.0,Completed,237.45,380.42,4.7,Documentation issue
TRP-0194,AST-119,DRV-022,2024-03-28,Ethiopia,Dire Dawa,Ethiopia,Gondar,Agricultural,Grain and cereals,3469,928,AgriExport Tanzania,E-commerce,2024-03-28 05:45:57,2024-03-28 06:27:57,2024-03-28 16:47:01,2024-03-28 16:22:59,599,96.6,Completed,520.35,385.86,0,None
TRP-0195,AST-021,DRV-077,2025-02-05,Rwanda,Gisenyi,Tanzania,Arusha,Agricultural,Coffee beans,3806,945,AutoParts Plus Uganda,Government,2025-02-05 04:00:21,2025-02-05 04:21:21,2025-02-05 15:33:23,2025-02-05 16:02:23,713,119.8,Completed,570.9,412.21,0,None
TRP-0196,AST-017,DRV-089,2024-11-30,Kenya,Eldoret,Ethiopia,Mekele,Electronics,Home appliances,2846,97,AgriExport Rwanda,Government,2024-11-30 07:00:25,2024-11-30 06:51:25,2024-11-30 19:10:58,2024-11-30 18:46:32,627,109.2,Completed,996.1,436.11,0,None
TRP-0197,AST-085,DRV-113,2024-07-19,Tanzania,Dar es Salaam,Tanzania,Dodoma,FMCG,Personal care products,4018,692,Retail Solutions Ethiopia,E-commerce,2024-07-19 05:15:55,2024-07-19 05:19:55,2024-07-19 20:17:33,2024-07-19 20:25:25,661,105.2,Completed,1004.5,373.58,0,None
TRP-0198,AST-014,DRV-099,2024-06-26,Ethiopia,Bahir Dar,Ethiopia,Dire Dawa,Telecommunications,Cables and accessories,3243,110,HealthCare Solutions Kenya,E-commerce,2024-06-26 08:15:07,2024-06-26 08:13:07,2024-06-26 12:08:14,2024-06-26 14:22:20,223,43.5,Completed,1297.2,133.79,2.2,Documentation issue
TRP-0199,AST-098,DRV-044,2024-05-20,Kenya,Nairobi,Kenya,Eldoret,Textiles,Fashion accessories,4266,943,BuildMart Uganda,Healthcare,2024-05-20 05:30:00,2024-05-20 05:26:00,2024-05-20 17:44:56,2024-05-20 17:31:48,609,109.0,Completed,938.52,425.88,0,None
TRP-0200,AST-067,DRV-060,2024-06-08,Rwanda,Ruhengeri,Rwanda,Ruhengeri,Automotive,Motor oils and lubricants,1376,270,Electronics Hub Tanzania,NGO,2024-06-08 07:15:52,2024-06-08 07:36:52,2024-06-08 09:38:07,2024-06-08 09:11:58,99,18.9,Completed,385.28,62.64,0,None
TRP-0201,AST-109,DRV-047,2024-10-27,Kenya,Eldoret,Kenya,Nairobi,FMCG,Personal care products,3941,929,AutoParts Plus Rwanda,Manufacturing,2024-10-27 06:15:14,2024-10-27 06:04:14,2024-10-27 14:31:55,2024-10-27 14:48:41,390,75.2,Completed,985.25,215.33,0,None
TRP-0202,AST-100,DRV-054,2024-06-17,Tanzania,Arusha,Kenya,Nakuru,Textiles,Bedding and linens,3300,260,BuildMart Uganda,Healthcare,2024-06-17 08:00:59,2024-06-17 08:21:59,2024-06-17 22:42:09,2024-06-17 22:31:13,969,176.8,Completed,726.0,668.91,0,None
TRP-0203,AST-088,DRV-049,2024-09-12,Ethiopia,Gondar,Ethiopia,Gondar,Pharmaceuticals,Surgical equipment,4051,534,Telecom Solutions Kenya,Healthcare,2024-09-12 04:00:13,2024-09-12 04:43:13,2024-09-12 05:54:57,2024-09-12 05:49:08,86,13.6,Completed,4861.2,46.47,0,None
TRP-0204,AST-107,DRV-004,2024-11-26,Kenya,Nairobi,Ethiopia,Mekele,Textiles,Footwear,3780,869,Global Supply Kenya,Wholesale,2024-11-26 07:00:32,2024-11-26 07:10:32,2024-11-27 02:02:45,2024-11-27 02:23:40,1041,161.4,Completed,831.6,589.68,0,None
TRP-0205,AST-029,DRV-105,2024-11-12,Kenya,Nairobi,Uganda,Kampala,Construction,Electrical fittings,3159,230,Trade Partners Kenya,Manufacturing,2024-11-12 08:00:26,2024-11-12 08:44:26,2024-11-13 07:10:25,2024-11-13 06:47:04,1155,179.9,Completed,379.08,642.49,0,None
TRP-0206,AST-019,DRV-071,2024-11-09,Kenya,Mombasa,Ethiopia,Addis Ababa,Pharmaceuticals,Surgical equipment,5646,896,TechHub Rwanda,Wholesale,2024-11-09 08:15:09,2024-11-09 08:36:09,2024-11-09 19:34:30,2024-11-09 19:23:49,650,106.6,Completed,6775.2,364.47,0,None
TRP-0207,AST-051,DRV-098,2024-05-31,Kenya,Mombasa,Kenya,Mombasa,FMCG,Packaged foods and beverages,3016,485,Industrial Suppliers Tanzania,E-commerce,2024-05-31 05:45:52,2024-05-31 06:22:52,2024-05-31 08:19:03,2024-05-31 11:36:09,135,22.0,Completed,754.0,78.72,3.3,Weather conditions
TRP-0208,AST-065,DRV-124,2024-06-08,Uganda,Mbarara,Uganda,Entebbe,Agricultural,Fresh produce,4755,1101,HealthCare Solutions Kenya,Wholesale,2024-06-08 05:00:49,2024-06-08 05:02:49,2024-06-08 15:00:31,2024-06-08 18:27:13,609,116.6,Completed,713.25,444.08,3.4,Fuel shortage
TRP-0209,AST-071,DRV-125,2024-05-03,Rwanda,Butare,Rwanda,Ruhengeri,Telecommunications,SIM cards,3263,292,HealthCare Solutions Kenya,E-commerce,2024-05-03 06:45:14,2024-05-03 06:43:14,2024-05-03 12:50:38,2024-05-03 12:40:40,286,50.5,Completed,1305.2,154.83,0,None
TRP-0210,AST-070,DRV-047,2024-07-14,Kenya,Mombasa,Kenya,Eldoret,Textiles,Fashion accessories,4542,273,Construction Supplies Uganda,E-commerce,2024-07-14 04:15:09,2024-07-14 04:07:09,2024-07-14 14:56:40,2024-07-14 14:41:00,454,78.3,Completed,999.24,316.77,0,None
TRP-0211,AST-027,DRV-004,2024-12-24,Kenya,Nairobi,Kenya,Kisumu,Beverages,Bottled water,1212,761,AutoParts Plus Rwanda,NGO,2024-12-24 08:30:46,2024-12-24 09:01:46,2024-12-24 18:34:52,2024-12-24 18:46:54,494,86.4,Completed,218.16,349.42,0,None
TRP-0212,AST-003,DRV-105,2024-05-02,Kenya,Nairobi,Kenya,Kisumu,Beverages,Bottled water,7136,926,Industrial Suppliers Kenya,Manufacturing,2024-05-02 05:30:52,2024-05-02 06:11:52,2024-05-02 10:06:21,2024-05-02 09:36:56,221,40.0,Completed,1284.48,120.0,0,None
TRP-0213,AST-107,DRV-004,2024-05-06,Kenya,Nairobi,Kenya,Kisumu,Agricultural,Tea leaves,2964,242,Beverage Distributors Kenya,E-commerce,2024-05-06 06:45:20,2024-05-06 07:01:20,2024-05-06 17:06:43,2024-05-06 18:37:09,511,89.8,Completed,444.6,314.19,1.5,Loading delay at origin
TRP-0214,AST-031,DRV-013,2024-06-19,Rwanda,Cyangugu,Rwanda,Gisenyi,Telecommunications,Mobile phones,997,501,Trade Partners Kenya,Manufacturing,2024-06-19 07:00:13,2024-06-19 07:00:13,2024-06-19 16:47:40,2024-06-19 16:39:13,565,92.4,Completed,398.8,393.61,0,None
TRP-0215,AST-101,DRV-109,2024-11-23,Ethiopia,Bahir Dar,Rwanda,Cyangugu,Pharmaceuticals,Surgical equipment,1464,728,Supermart Tanzania,Retail,2024-11-23 06:30:46,2024-11-23 06:27:46,2024-11-24 08:15:36,2024-11-24 08:35:39,1254,241.9,Completed,1756.8,866.28,0,None
TRP-0216,AST-070,DRV-047,2025-02-09,Kenya,Nairobi,Kenya,Mombasa,Beverages,Bottled water,3953,1193,Electronics Hub Uganda,Government,2025-02-09 06:45:01,2025-02-09 06:48:01,2025-02-09 15:23:17,2025-02-09 16:27:51,366,58.7,Completed,711.54,218.13,1.1,Traffic congestion
TRP-0217,AST-109,DRV-047,2024-01-03,Kenya,Nairobi,Kenya,Mombasa,Construction,Plumbing supplies,6138,1078,Telecom Solutions Tanzania,E-commerce,2024-01-03 06:15:03,2024-01-03 06:46:03,2024-01-03 12:15:28,2024-01-03 12:02:54,288,57.0,Completed,736.56,185.15,0,None
TRP-0218,AST-027,DRV-004,2024-12-13,Kenya,Nakuru,Tanzania,Arusha,Textiles,Footwear,1688,710,Electronics Hub Tanzania,Retail,2024-12-13 05:30:38,2024-12-13 05:23:38,2024-12-13 17:29:31,2024-12-13 20:40:53,685,107.2,Completed,371.36,374.08,3.2,Border customs delay
TRP-0219,AST-049,DRV-103,2025-02-04,Kenya,Eldoret,Kenya,Kisumu,Telecommunications,Cables and accessories,1002,925,AutoParts Plus Rwanda,Manufacturing,2025-02-04 07:45:24,2025-02-04 07:31:24,2025-02-04 17:12:44,2025-02-04 16:48:03,630,120.9,Completed,400.8,466.09,0,None
TRP-0220,AST-107,DRV-004,2024-10-24,Kenya,Eldoret,Kenya,Eldoret,Textiles,Clothing and fabrics,3972,307,Agricultural Traders Ethiopia,Wholesale,2024-10-24 04:45:55,2024-10-24 05:21:55,2024-10-24 07:43:52,2024-10-24 08:53:11,135,20.8,Completed,873.84,82.22,1.2,Traffic congestion
TRP-0221,AST-042,DRV-053,2025-02-24,Tanzania,Arusha,Kenya,Eldoret,Telecommunications,Mobile phones,4546,345,HealthCare Solutions Kenya,E-commerce,2025-02-24 05:15:46,2025-02-24 05:57:46,2025-02-25 03:10:02,2025-02-25 05:36:20,1414,220.8,Completed,1818.4,918.86,2.4,Road construction
TRP-0222,AST-029,DRV-105,2024-04-12,Kenya,Mombasa,Kenya,Nairobi,Telecommunications,Mobile phones,3298,262,AutoParts Plus Rwanda,Manufacturing,2024-04-12 08:45:35,2024-04-12 08:55:35,2024-04-12 15:01:24,2024-04-12 17:59:20,225,36.1,Completed,1319.2,144.56,3.0,Loading delay at origin
TRP-0223,AST-016,DRV-056,2025-02-24,Uganda,Mbarara,Uganda,Entebbe,Electronics,Laptops and computers,5405,542,PharmaCare Kenya,Government,2025-02-24 08:15:35,2025-02-24 08:30:35,2025-02-24 19:57:46,2025-02-24 20:25:19,723,126.0,Completed,1891.75,449.86,0,None
TRP-0224,AST-112,DRV-057,2024-12-23,Tanzania,Dodoma,Tanzania,Arusha,Beverages,Soft drinks,7067,72,Supermart Kenya,Healthcare,2024-12-23 04:45:28,2024-12-23 04:32:28,2024-12-23 15:02:38,2024-12-23 15:16:01,510,94.2,Completed,1272.06,330.24,0,None
TRP-0225,AST-041,DRV-044,2024-09-14,Kenya,Eldoret,Kenya,Nairobi,Pharmaceuticals,Prescription medications,5655,744,TechHub Rwanda,Wholesale,2024-09-14 06:30:27,2024-09-14 07:14:27,2024-09-14 12:10:34,2024-09-14 12:09:35,343,53.2,Completed,6786.0,188.82,0,None
TRP-0226,AST-113,DRV-076,2024-12-28,Rwanda,Cyangugu,Rwanda,Gisenyi,Industrial,Raw materials,1591,188,Telecom Solutions Uganda,Healthcare,2024-12-28 05:15:30,2024-12-28 05:06:30,2024-12-28 10:35:48,2024-12-28 10:25:13,230,43.0,Completed,159.1,172.77,0,None
TRP-0227,AST-076,DRV-041,2025-02-11,Kenya,Mombasa,Ethiopia,Gondar,FMCG,Packaged foods and beverages,893,284,Industrial Suppliers Tanzania,E-commerce,2025-02-11 07:30:53,2025-02-11 07:53:53,2025-02-11 17:02:20,2025-02-11 16:51:36,549,90.8,Completed,223.25,392.49,0,None
TRP-0228,AST-098,DRV-044,2024-10-20,Kenya,Kisumu,Kenya,Kisumu,Agricultural,Tea leaves,2899,938,Electronics Hub Uganda,NGO,2024-10-20 05:00:37,2024-10-20 05:22:37,2024-10-20 08:36:30,2024-10-20 08:18:43,117,18.8,Completed,434.85,71.15,0,None
TRP-0229,AST-042,DRV-053,2024-07-27,Tanzania,Dar es Salaam,Tanzania,Mbeya,Beverages,Bottled water,4768,1020,Agricultural Traders Ethiopia,Wholesale,2024-07-27 06:15:27,2024-07-27 06:51:27,2024-07-27 17:54:16,2024-07-27 18:16:42,560,95.7,Completed,858.24,344.38,0,None
TRP-0230,AST-066,DRV-021,2024-02-21,Tanzania,Dar es Salaam,Tanzania,Arusha,Electronics,Laptops and computers,3225,849,Retail Solutions Kenya,NGO,2024-02-21 05:30:36,2024-02-21 05:19:36,2024-02-21 10:40:32,2024-02-21 11:06:26,269,46.8,Completed,1128.75,145.49,0,None
TRP-0231,AST-063,DRV-133,2024-12-23,Tanzania,Arusha,Tanzania,Dar es Salaam,Construction,Electrical fittings,888,735,Global Supply Kenya,NGO,2024-12-23 05:30:12,2024-12-23 06:14:12,2024-12-23 12:40:49,2024-12-23 16:53:36,342,56.5,Completed,106.56,185.77,4.2,Fuel shortage
TRP-0232,AST-012,DRV-065,2024-02-06,Tanzania,Mbeya,Ethiopia,Dire Dawa,Textiles,Clothing and fabrics,617,1067,BuildMart Uganda,Healthcare,2024-02-06 06:45:17,2024-02-06 07:00:17,2024-02-06 22:54:39,2024-02-06 22:38:19,861,134.6,Completed,135.74,555.51,0,None
TRP-0233,AST-008,DRV-031,2024-04-10,Uganda,Gulu,Uganda,Kampala,Telecommunications,SIM cards,6271,822,Trade Partners Kenya,Manufacturing,2024-04-10 07:15:56,2024-04-10 07:07:56,2024-04-10 17:30:05,2024-04-10 17:54:18,640,115.8,Completed,2508.4,460.37,0,None
TRP-0234,AST-109,DRV-047,2024-05-01,Kenya,Nairobi,Kenya,Eldoret,Industrial,Manufacturing machinery,2681,561,Telecom Solutions Uganda,Healthcare,2024-05-01 04:15:53,2024-05-01 04:28:53,2024-05-01 09:53:04,2024-05-01 13:21:00,278,51.8,Completed,268.1,183.81,3.5,Fuel shortage
TRP-0235,AST-097,DRV-130,2024-09-02,Kenya,Nairobi,Kenya,Eldoret,Agricultural,Grain and cereals,5834,781,BuildMart Rwanda,Government,2024-09-02 07:30:30,2024-09-02 08:15:30,2024-09-02 16:02:09,2024-09-02 16:46:48,425,67.0,Completed,875.1,260.38,0.7,Security checkpoint
TRP-0236,AST-019,DRV-071,2024-02-23,Kenya,Nakuru,Ethiopia,Mekele,FMCG,Personal care products,6008,1116,Construction Supplies Kenya,Government,2024-02-23 08:15:57,2024-02-23 08:07:57,2024-02-24 02:30:09,2024-02-24 02:02:18,1024,191.3,Completed,1502.0,718.54,0,None
TRP-0237,AST-010,DRV-030,2024-02-28,Tanzania,Dar es Salaam,Tanzania,Mbeya,Automotive,Motor oils and lubricants,3699,621,Electronics Hub Tanzania,NGO,2024-02-28 07:00:30,2024-02-28 07:40:30,2024-02-28 17:20:31,2024-02-28 19:32:25,593,99.0,Completed,1035.72,390.84,2.2,Weather conditions
TRP-0238,AST-006,DRV-129,2024-01-17,Rwanda,Kigali,Uganda,Jinja,Industrial,Industrial chemicals,4104,938,Retail Solutions Kenya,NGO,2024-01-17 04:45:01,2024-01-17 05:30:01,2024-01-17 15:12:47,2024-01-17 15:10:35,516,88.1,Completed,410.4,329.05,0,None
TRP-0239,AST-010,DRV-030,2024-03-24,Tanzania,Mwanza,Tanzania,Dar es Salaam,Textiles,Footwear,5257,1161,PharmaCare Kenya,Government,2024-03-24 08:45:56,2024-03-24 08:32:56,2024-03-24 17:12:45,2024-03-24 19:46:38,545,87.7,Completed,1156.54,298.27,2.6,Road construction
TRP-0240,AST-095,DRV-005,2024-10-18,Rwanda,Butare,Rwanda,Kigali,Beverages,Soft drinks,842,784,FoodDistributors Uganda,Manufacturing,2024-10-18 05:45:12,2024-10-18 05:33:12,2024-10-18 18:56:23,2024-10-18 22:05:39,769,119.6,Completed,151.56,429.7,3.2,Fuel shortage
TRP-0241,AST-029,DRV-105,2025-02-06,Kenya,Nakuru,Kenya,Mombasa,Pharmaceuticals,Medical supplies and vaccines,2930,128,Fashion Retail Kenya,E-commerce,2025-02-06 07:30:14,2025-02-06 07:17:14,2025-02-06 19:39:18,2025-02-07 01:37:22,718,111.1,Completed,3516.0,470.58,6.0,Client unavailable
TRP-0242,AST-015,DRV-116,2024-06-29,Uganda,Mbarara,Uganda,Kampala,FMCG,Snacks and confectionery,3672,535,Construction Supplies Kenya,Government,2024-06-29 08:30:36,2024-06-29 09:08:36,2024-06-29 17:06:47,2024-06-29 16:53:46,533,105.8,Completed,918.0,344.55,0,None
TRP-0243,AST-038,DRV-119,2024-07-27,Kenya,Kisumu,Kenya,Mombasa,Construction,Cement and building materials,3288,102,HealthCare Solutions Rwanda,Healthcare,2024-07-27 06:30:16,2024-07-27 07:15:16,2024-07-27 14:41:26,2024-07-27 14:50:51,416,79.6,Completed,394.56,292.57,0,None
TRP-0244,AST-100,DRV-054,2024-02-09,Tanzania,Mbeya,Tanzania,Dodoma,Telecommunications,Mobile phones,5679,155,BuildMart Rwanda,Government,2024-02-09 08:45:36,2024-02-09 08:50:36,2024-02-09 20:55:33,2024-02-09 21:20:13,683,124.3,Completed,2271.6,517.43,0,None
TRP-0245,AST-017,DRV-089,2024-04-28,Kenya,Nairobi,Kenya,Nakuru,Automotive,Motor oils and lubricants,3699,1197,Telecom Solutions Uganda,Government,2024-04-28 06:45:45,2024-04-28 07:08:45,2024-04-28 12:32:15,2024-04-28 12:36:25,278,44.6,Completed,1035.72,168.43,0,None
TRP-0246,AST-015,DRV-116,2025-02-01,Uganda,Entebbe,Uganda,Jinja,Construction,Plumbing supplies,3705,886,BuildMart Uganda,Healthcare,2025-02-01 05:45:27,2025-02-01 06:10:27,2025-02-01 20:21:38,2025-02-01 19:52:34,717,138.4,Completed,444.6,471.62,0,None
TRP-0247,AST-070,DRV-047,2024-08-28,Kenya,Nairobi,Tanzania,Mwanza,FMCG,Personal care products,6317,1134,Electronics Hub Tanzania,Retail,2024-08-28 07:30:37,2024-08-28 07:23:37,2024-08-29 04:09:43,2024-08-29 05:24:00,1194,188.1,Completed,1579.25,775.93,1.2,Road construction
TRP-0248,AST-101,DRV-109,2024-11-11,Ethiopia,Addis Ababa,Ethiopia,Mekele,Beverages,Juice products,1671,942,PharmaCare Ethiopia,Retail,2024-11-11 05:15:25,2024-11-11 05:46:25,2024-11-11 17:12:26,2024-11-11 16:47:27,688,108.5,Completed,300.78,406.76,0,None
TRP-0249,AST-029,DRV-105,2024-11-28,Kenya,Nakuru,Kenya,Eldoret,Textiles,Clothing and fabrics,3679,1060,Electronics Hub Tanzania,NGO,2024-11-28 08:45:44,2024-11-28 08:48:44,2024-11-28 13:40:49,2024-11-28 14:08:01,249,49.2,Completed,809.38,191.6,0,None
TRP-0250,AST-079,DRV-036,2025-01-09,Tanzania,Arusha,Tanzania,Mbeya,Construction,Cement and building materials,972,389,HealthCare Solutions Rwanda,Healthcare,2025-01-09 06:45:14,2025-01-09 06:58:14,2025-01-09 17:11:28,2025-01-09 20:10:07,494,80.6,Completed,116.64,333.1,3.0,Road construction
TRP-0251,AST-003,DRV-105,2024-03-13,Kenya,Eldoret,Tanzania,Mbeya,Electronics,Laptops and computers,7249,102,Retail Solutions Kenya,NGO,2024-03-13 06:45:39,2024-03-13 07:16:39,2024-03-13 20:33:09,2024-03-13 20:20:51,816,158.0,Completed,2537.15,605.75,0,None
TRP-0252,AST-043,DRV-021,2024-08-15,Tanzania,Dar es Salaam,Rwanda,Kigali,Construction,Cement and building materials,3621,719,PharmaCare Kenya,Government,2024-08-15 06:30:17,2024-08-15 06:44:17,2024-08-16 04:31:07,2024-08-16 04:05:33,1438,238.4,Completed,434.52,792.33,0,None
TRP-0253,AST-019,DRV-071,2024-02-21,Kenya,Eldoret,Kenya,Nairobi,Electronics,Laptops and computers,4963,820,Electronics Hub Kenya,Retail,2024-02-21 06:45:47,2024-02-21 06:39:47,2024-02-21 14:32:40,2024-02-21 14:19:38,400,75.5,Completed,1737.05,306.51,0,None
TRP-0254,AST-011,DRV-085,2025-01-05,Kenya,Nairobi,Kenya,Eldoret,Agricultural,Tea leaves,1652,588,Global Supply Kenya,NGO,2025-01-05 08:15:54,2025-01-05 08:40:54,2025-01-05 18:53:21,2025-01-05 18:34:09,589,108.1,Completed,247.8,348.31,0,None
TRP-0255,AST-022,DRV-140,2024-09-05,Rwanda,Ruhengeri,Rwanda,Cyangugu,Beverages,Alcoholic beverages,3730,280,PharmaCare Ethiopia,Retail,2024-09-05 07:30:54,2024-09-05 07:30:54,2024-09-05 17:43:50,2024-09-05 17:32:58,629,121.7,Completed,671.4,448.79,0,None
